git init
git clone
git status
git add
git commit
git log
git diff
git branch
git checkout
git switch
git merge
git pull
git push
git remote
git fetch
git stash
git reset
git rebase
git tag
git show
git blame
git clean
git config
git archive
git cherry-pick
git revert
git mv
git rm
git submodule
git bisect
